ID,Pred
2022_1174_1362,0.414670136
2022_1174_1371,0.314677596
2022_1174_1388,0.331716475
2022_1174_1389,0.618790635
2022_1174_1394,0.50400036
2022_1174_1395,0.516145026
2022_1174_1397,0.209786682
2022_1174_1400,0.21656429
2022_1174_1403,0.211641304
2022_1174_1411,0.635688917
2022_1174_1412,0.262456779
2022_1174_1417,0.185069367
2022_1174_1425,0.20641021
2022_1174_1436,0.209854289
2022_1174_1437,0.15837771
2022_1174_1439,0.273137822
2022_1174_1458,0.211933185
2022_1174_1460,0.567312315
2022_1174_1461,0.375282581
2022_1174_1463,0.58448976
2022_1181_1209,0.946696457
2022_1181_1211,0.720565764
2022_1181_1222,0.694042104
2022_1181_1228,0.77008335
2022_1181_1231,0.792825258
2022_1181_1234,0.636311062
2022_1181_1235,0.843068904
2022_1181_1240,0.88396089
2022_1181_1242,0.503222297
2022_1181_1246,0.599312564
2022_1181_1255,0.829604351
2022_1181_1260,0.804102875
2022_1181_1261,0.806594615
2022_1181_1266,0.852755515
2022_1181_1272,0.89474342
2022_1181_1274,0.84852663
2022_1181_1276,0.873136964
2022_1181_1277,0.789757457
2022_1181_1286,0.808596692
2022_1181_1293,0.679163629
2022_1181_1308,0.851557351
2022_1181_1313,0.854770023
2022_1181_1314,0.693321993
2022_1181_1323,0.77222513
2022_1181_1326,0.807851952
2022_1181_1344,0.732683191
2022_1181_1345,0.573992574
2022_1181_1350,0.865229234
2022_1181_1353,0.873203376
2022_1181_1355,0.72439243
2022_1181_1361,0.865689128
2022_1181_1362,0.853546972
2022_1181_1371,0.822859843
2022_1181_1388,0.803279699
2022_1181_1389,0.941732088
2022_1181_1394,0.91688255
2022_1181_1395,0.844191566
2022_1181_1397,0.670257475
2022_1181_1400,0.791725605
2022_1181_1403,0.666802229
2022_1181_1411,0.940700203
2022_1181_1412,0.782062592
2022_1181_1417,0.630176752
2022_1181_1425,0.697437273
2022_1181_1436,0.679557807
2022_1181_1437,0.634711165
2022_1181_1439,0.750031313
2022_1181_1458,0.722398091
2022_1181_1460,0.910920571
2022_1181_1461,0.844635477
2022_1181_1463,0.93247981
2022_1209_1211,0.111107889
2022_1209_1222,0.131137958
2022_1209_1228,0.157668971
2022_1209_1231,0.177753956
2022_1209_1234,0.104170953
2022_1209_1235,0.228138189
2022_1209_1240,0.359595669
2022_1209_1242,0.088988381
2022_1209_1246,0.091470536
2022_1209_1255,0.240276831
2022_1209_1260,0.227264659
2022_1209_1261,0.239838167
2022_1209_1266,0.247395815
2022_1209_1272,0.325748154
2022_1209_1274,0.26944302
2022_1209_1276,0.261197979
2022_1209_1277,0.169180039
2022_1209_1286,0.214913277
2022_1209_1293,0.101150748
2022_1209_1308,0.227835291
2022_1209_1313,0.263552825
2022_1209_1314,0.169687087
2022_1209_1323,0.164876917
2022_1209_1326,0.188317241
2022_1209_1344,0.16446677
2022_1209_1345,0.094894106
2022_1209_1350,0.258022861
2022_1209_1353,0.408982931
2022_1209_1355,0.114718278
2022_1209_1361,0.275633869
2022_1209_1362,0.276443176
2022_1209_1371,0.256089201
2022_1209_1388,0.210013122
2022_1209_1389,0.44875307
2022_1209_1394,0.324298229
2022_1209_1395,0.351488267
2022_1209_1397,0.143192662
2022_1209_1400,0.197190693
2022_1209_1403,0.138953372
2022_1209_1411,0.456033609
2022_1209_1412,0.185104594
2022_1209_1417,0.109535001
2022_1209_1425,0.173422734
2022_1209_1436,0.132160629
2022_1209_1437,0.106646854
2022_1209_1439,0.184014535
2022_1209_1458,0.134226191
2022_1209_1460,0.374812621
2022_1209_1461,0.252907804
2022_1209_1463,0.431766059
2022_1211_1222,0.514426752
2022_1211_1228,0.598563372
2022_1211_1231,0.624252637
2022_1211_1234,0.478894327
2022_1211_1235,0.713633376
2022_1211_1240,0.791479603
2022_1211_1242,0.327846785
2022_1211_1246,0.384745328
2022_1211_1255,0.589779377
2022_1211_1260,0.600881812
2022_1211_1261,0.664163124
2022_1211_1266,0.733269291
2022_1211_1272,0.775415074
2022_1211_1274,0.679518771
2022_1211_1276,0.757206065
2022_1211_1277,0.531295762
2022_1211_1286,0.561789533
2022_1211_1293,0.488737449
2022_1211_1308,0.573474005
2022_1211_1313,0.713706374
2022_1211_1314,0.465944755
2022_1211_1323,0.626290894
2022_1211_1326,0.742725814
2022_1211_1344,0.546342953
2022_1211_1345,0.333645054
2022_1211_1350,0.697108806
2022_1211_1353,0.786278994
2022_1211_1355,0.442759213
2022_1211_1361,0.703553769
2022_1211_1362,0.691780224
2022_1211_1371,0.765123365
2022_1211_1388,0.62555656
2022_1211_1389,0.839333354
2022_1211_1394,0.797653025
2022_1211_1395,0.764664136
2022_1211_1397,0.498814726
2022_1211_1400,0.570770908
2022_1211_1403,0.53433118
2022_1211_1411,0.864494192
2022_1211_1412,0.566895852
2022_1211_1417,0.436689289
2022_1211_1425,0.531725136
2022_1211_1436,0.451736109
2022_1211_1437,0.372208116
2022_1211_1439,0.601734488
2022_1211_1458,0.520172794
2022_1211_1460,0.860042087
2022_1211_1461,0.610577239
2022_1211_1463,0.808935699
2022_1222_1228,0.483794397
2022_1222_1231,0.625488221
2022_1222_1234,0.365399674
2022_1222_1235,0.685046129
2022_1222_1240,0.807244322
2022_1222_1242,0.387792301
2022_1222_1246,0.380132281
2022_1222_1255,0.649742327
2022_1222_1260,0.654202704
2022_1222_1261,0.676492638
2022_1222_1266,0.663966608
2022_1222_1272,0.762516543
2022_1222_1274,0.709556422
2022_1222_1276,0.640068876
2022_1222_1277,0.625237632
2022_1222_1286,0.651239657
2022_1222_1293,0.492306377
2022_1222_1308,0.637378471
2022_1222_1313,0.736955763
2022_1222_1314,0.505966876
2022_1222_1323,0.578618268
2022_1222_1326,0.581398556
2022_1222_1344,0.497000134
2022_1222_1345,0.378949207
2022_1222_1350,0.714643136
2022_1222_1353,0.788109439
2022_1222_1355,0.547512395
2022_1222_1361,0.746088869
2022_1222_1362,0.74525695
2022_1222_1371,0.724256925
2022_1222_1388,0.64996549
2022_1222_1389,0.872101939
2022_1222_1394,0.81386765
2022_1222_1395,0.822833237
2022_1222_1397,0.416245017
2022_1222_1400,0.612611623
2022_1222_1403,0.424987738
2022_1222_1411,0.844266491
2022_1222_1412,0.590500772
2022_1222_1417,0.387988324
2022_1222_1425,0.571969215
2022_1222_1436,0.552279088
2022_1222_1437,0.331044497
2022_1222_1439,0.623422006
2022_1222_1458,0.500359494
2022_1222_1460,0.823815174
2022_1222_1461,0.677630501
2022_1222_1463,0.8426676
2022_1228_1231,0.562526621
2022_1228_1234,0.40273647
2022_1228_1235,0.643736691
2022_1228_1240,0.780205813
2022_1228_1242,0.280050896
2022_1228_1246,0.32089984
2022_1228_1255,0.67777592
2022_1228_1260,0.669061193
2022_1228_1261,0.570336162
2022_1228_1266,0.646041417
2022_1228_1272,0.737198454
2022_1228_1274,0.680679841
2022_1228_1276,0.687321721
2022_1228_1277,0.532096478
2022_1228_1286,0.668498274
2022_1228_1293,0.520116083
2022_1228_1308,0.662881195
2022_1228_1313,0.71106368
2022_1228_1314,0.453820614
2022_1228_1323,0.554398956
2022_1228_1326,0.619501482
2022_1228_1344,0.467680284
2022_1228_1345,0.272032957
2022_1228_1350,0.720240964
2022_1228_1353,0.689282921
2022_1228_1355,0.525223036
2022_1228_1361,0.699038919
2022_1228_1362,0.712053289
2022_1228_1371,0.607524652
2022_1228_1388,0.605494141
2022_1228_1389,0.820277291
2022_1228_1394,0.787720103
2022_1228_1395,0.675267213
2022_1228_1397,0.393753949
2022_1228_1400,0.567828095
2022_1228_1403,0.410803749
2022_1228_1411,0.83712189
2022_1228_1412,0.603650127
2022_1228_1417,0.338234924
2022_1228_1425,0.476190543
2022_1228_1436,0.503997176
2022_1228_1437,0.34755722
2022_1228_1439,0.56113833
2022_1228_1458,0.414507614
2022_1228_1460,0.765089231
2022_1228_1461,0.709020168
2022_1228_1463,0.78548023
2022_1231_1234,0.3102555
2022_1231_1235,0.574143837
2022_1231_1240,0.750829188
2022_1231_1242,0.232161567
2022_1231_1246,0.255357478
2022_1231_1255,0.593618536
2022_1231_1260,0.47215767
2022_1231_1261,0.50718638
2022_1231_1266,0.552633157
2022_1231_1272,0.632559938
2022_1231_1274,0.565901362
2022_1231_1276,0.59577381
2022_1231_1277,0.409289356
2022_1231_1286,0.662265254
2022_1231_1293,0.40472252
2022_1231_1308,0.540680073
2022_1231_1313,0.668151502
2022_1231_1314,0.348465355
2022_1231_1323,0.474008235
2022_1231_1326,0.551564135
2022_1231_1344,0.405244074
2022_1231_1345,0.241248169
2022_1231_1350,0.620604274
2022_1231_1353,0.632973093
2022_1231_1355,0.49464378
2022_1231_1361,0.561620519
2022_1231_1362,0.568690028
2022_1231_1371,0.523604244
2022_1231_1388,0.522969663
2022_1231_1389,0.804321504
2022_1231_1394,0.735142159
2022_1231_1395,0.576207503
2022_1231_1397,0.387647061
2022_1231_1400,0.436283418
2022_1231_1403,0.39842447
2022_1231_1411,0.8009482
2022_1231_1412,0.501444575
2022_1231_1417,0.323649282
2022_1231_1425,0.375438713
2022_1231_1436,0.413369671
2022_1231_1437,0.304457351
2022_1231_1439,0.459314257
2022_1231_1458,0.412168685
2022_1231_1460,0.740735622
2022_1231_1461,0.558284572
2022_1231_1463,0.776136962
2022_1234_1235,0.759104171
2022_1234_1240,0.840449459
2022_1234_1242,0.373682487
2022_1234_1246,0.398920408
2022_1234_1255,0.792843344
2022_1234_1260,0.759807811
2022_1234_1261,0.697225705
2022_1234_1266,0.783430664
2022_1234_1272,0.814136267
2022_1234_1274,0.751402893
2022_1234_1276,0.78086773
2022_1234_1277,0.645119081
2022_1234_1286,0.784406673
2022_1234_1293,0.558823884
2022_1234_1308,0.76165909
2022_1234_1313,0.833095878
2022_1234_1314,0.579012835
2022_1234_1323,0.67495545
2022_1234_1326,0.73757152
2022_1234_1344,0.602338765
2022_1234_1345,0.402019312
2022_1234_1350,0.808084469
2022_1234_1353,0.795282878
2022_1234_1355,0.605613211
2022_1234_1361,0.782517943
2022_1234_1362,0.786068991
2022_1234_1371,0.766179999
2022_1234_1388,0.719011868
2022_1234_1389,0.868255438
2022_1234_1394,0.87619877
2022_1234_1395,0.795627344
2022_1234_1397,0.539948001
2022_1234_1400,0.6851024
2022_1234_1403,0.525780539
2022_1234_1411,0.879899193
2022_1234_1412,0.705706946
2022_1234_1417,0.467729397
2022_1234_1425,0.599927708
2022_1234_1436,0.61145299
2022_1234_1437,0.434536259
2022_1234_1439,0.663803552
2022_1234_1458,0.55543027
2022_1234_1460,0.843895931
2022_1234_1461,0.796161894
2022_1234_1463,0.85777103
2022_1235_1240,0.713696196
2022_1235_1242,0.173618772
2022_1235_1246,0.199573964
2022_1235_1255,0.563604588
2022_1235_1260,0.352370222
2022_1235_1261,0.398122237
2022_1235_1266,0.496858712
2022_1235_1272,0.49804929
2022_1235_1274,0.530701441
2022_1235_1276,0.520246224
2022_1235_1277,0.340237387
2022_1235_1286,0.578077367
2022_1235_1293,0.250573776
2022_1235_1308,0.454489556
2022_1235_1313,0.589812586
2022_1235_1314,0.324645863
2022_1235_1323,0.371164096
2022_1235_1326,0.462976394
2022_1235_1344,0.330846207
2022_1235_1345,0.191589231
2022_1235_1350,0.617134645
2022_1235_1353,0.585210997
2022_1235_1355,0.450637938
2022_1235_1361,0.477007525
2022_1235_1362,0.518992161
2022_1235_1371,0.443479189
2022_1235_1388,0.376154883
2022_1235_1389,0.742248865
2022_1235_1394,0.65919682
2022_1235_1395,0.508673244
2022_1235_1397,0.280013011
2022_1235_1400,0.367912519
2022_1235_1403,0.286957024
2022_1235_1411,0.730096562
2022_1235_1412,0.499568398
2022_1235_1417,0.253301066
2022_1235_1425,0.295507572
2022_1235_1436,0.384627735
2022_1235_1437,0.229745523
2022_1235_1439,0.375503032
2022_1235_1458,0.327024196
2022_1235_1460,0.736853495
2022_1235_1461,0.512071261
2022_1235_1463,0.739429391
2022_1240_1242,0.132215433
2022_1240_1246,0.118171413
2022_1240_1255,0.306936638
2022_1240_1260,0.321544914
2022_1240_1261,0.252619029
2022_1240_1266,0.343863612
2022_1240_1272,0.432442241
2022_1240_1274,0.390985203
2022_1240_1276,0.361516423
2022_1240_1277,0.237118993
2022_1240_1286,0.295215174
2022_1240_1293,0.181298332
2022_1240_1308,0.305679257
2022_1240_1313,0.385432323
2022_1240_1314,0.229044572
2022_1240_1323,0.2149774
2022_1240_1326,0.270830231
2022_1240_1344,0.258714303
2022_1240_1345,0.147924974
2022_1240_1350,0.393379562
2022_1240_1353,0.38847262
2022_1240_1355,0.15526718
2022_1240_1361,0.41927363
2022_1240_1362,0.375272066
2022_1240_1371,0.316297843
2022_1240_1388,0.319241761
2022_1240_1389,0.612018197
2022_1240_1394,0.478909399
2022_1240_1395,0.382390545
2022_1240_1397,0.181547018
2022_1240_1400,0.261925344
2022_1240_1403,0.218992541
2022_1240_1411,0.595329645
2022_1240_1412,0.254350508
2022_1240_1417,0.156149307
2022_1240_1425,0.205850193
2022_1240_1436,0.186109924
2022_1240_1437,0.151147081
2022_1240_1439,0.249208461
2022_1240_1458,0.215822881
2022_1240_1460,0.542306563
2022_1240_1461,0.348303601
2022_1240_1463,0.581081251
2022_1242_1246,0.58196731
2022_1242_1255,0.783413121
2022_1242_1260,0.738394995
2022_1242_1261,0.761968254
2022_1242_1266,0.81579175
2022_1242_1272,0.84708446
2022_1242_1274,0.800818498
2022_1242_1276,0.823370845
2022_1242_1277,0.741912108
2022_1242_1286,0.773385254
2022_1242_1293,0.644060656
2022_1242_1308,0.819449664
2022_1242_1313,0.819248156
2022_1242_1314,0.679472152
2022_1242_1323,0.725938666
2022_1242_1326,0.766734628
2022_1242_1344,0.694843575
2022_1242_1345,0.582792406
2022_1242_1350,0.832242927
2022_1242_1353,0.830519906
2022_1242_1355,0.699981509
2022_1242_1361,0.826745057
2022_1242_1362,0.801815665
2022_1242_1371,0.794013295
2022_1242_1388,0.758506534
2022_1242_1389,0.923540069
2022_1242_1394,0.901309077
2022_1242_1395,0.836820027
2022_1242_1397,0.619158744
2022_1242_1400,0.765248454
2022_1242_1403,0.662389007
2022_1242_1411,0.94051956
2022_1242_1412,0.716703997
2022_1242_1417,0.620144194
2022_1242_1425,0.660772418
2022_1242_1436,0.663100744
2022_1242_1437,0.598604926
2022_1242_1439,0.713023699
2022_1242_1458,0.679604816
2022_1242_1460,0.870668031
2022_1242_1461,0.77359664
2022_1242_1463,0.905629078
2022_1246_1255,0.799174194
2022_1246_1260,0.763276891
2022_1246_1261,0.737302631
2022_1246_1266,0.790933021
2022_1246_1272,0.858063378
2022_1246_1274,0.793285765
2022_1246_1276,0.816519981
2022_1246_1277,0.69619455
2022_1246_1286,0.768231705
2022_1246_1293,0.62798551
2022_1246_1308,0.841675617
2022_1246_1313,0.814583376
2022_1246_1314,0.621656886
2022_1246_1323,0.675750636
2022_1246_1326,0.759361058
2022_1246_1344,0.651289698
2022_1246_1345,0.456166393
2022_1246_1350,0.818525501
2022_1246_1353,0.817195383
2022_1246_1355,0.669808788
2022_1246_1361,0.82403653
2022_1246_1362,0.793550096
2022_1246_1371,0.77065285
2022_1246_1388,0.741630972
2022_1246_1389,0.907336354
2022_1246_1394,0.90582247
2022_1246_1395,0.823721049
2022_1246_1397,0.592751124
2022_1246_1400,0.752414878
2022_1246_1403,0.60484796
2022_1246_1411,0.9135622
2022_1246_1412,0.751570066
2022_1246_1417,0.557092842
2022_1246_1425,0.653360797
2022_1246_1436,0.635841502
2022_1246_1437,0.541363228
2022_1246_1439,0.702033851
2022_1246_1458,0.622976624
2022_1246_1460,0.899406796
2022_1246_1461,0.823000955
2022_1246_1463,0.895920331
2022_1255_1260,0.448253573
2022_1255_1261,0.38400422
2022_1255_1266,0.3970815
2022_1255_1272,0.582062478
2022_1255_1274,0.502945012
2022_1255_1276,0.42009889
2022_1255_1277,0.376905031
2022_1255_1286,0.461379111
2022_1255_1293,0.276160171
2022_1255_1308,0.443170896
2022_1255_1313,0.584502825
2022_1255_1314,0.34257275
2022_1255_1323,0.316019344
2022_1255_1326,0.364169731
2022_1255_1344,0.32566317
2022_1255_1345,0.199924359
2022_1255_1350,0.520996806
2022_1255_1353,0.512666245
2022_1255_1355,0.299977998
2022_1255_1361,0.467571755
2022_1255_1362,0.524301273
2022_1255_1371,0.409643835
2022_1255_1388,0.427952251
2022_1255_1389,0.755488336
2022_1255_1394,0.634111041
2022_1255_1395,0.520308341
2022_1255_1397,0.257732493
2022_1255_1400,0.364761611
2022_1255_1403,0.288448737
2022_1255_1411,0.759085326
2022_1255_1412,0.407337659
2022_1255_1417,0.202096722
2022_1255_1425,0.258242059
2022_1255_1436,0.342922014
2022_1255_1437,0.217285294
2022_1255_1439,0.371306875
2022_1255_1458,0.241556263
2022_1255_1460,0.684951567
2022_1255_1461,0.486968287
2022_1255_1463,0.730216027
2022_1260_1261,0.420360797
2022_1260_1266,0.433698726
2022_1260_1272,0.577504028
2022_1260_1274,0.593061683
2022_1260_1276,0.592296576
2022_1260_1277,0.374854719
2022_1260_1286,0.496313377
2022_1260_1293,0.304867751
2022_1260_1308,0.517706372
2022_1260_1313,0.602312986
2022_1260_1314,0.384367616
2022_1260_1323,0.428885005
2022_1260_1326,0.399630956
2022_1260_1344,0.347307369
2022_1260_1345,0.238269764
2022_1260_1350,0.62510533
2022_1260_1353,0.69422993
2022_1260_1355,0.354951406
2022_1260_1361,0.584362605
2022_1260_1362,0.60261456
2022_1260_1371,0.514240411
2022_1260_1388,0.456251772
2022_1260_1389,0.782227103
2022_1260_1394,0.682112915
2022_1260_1395,0.684783155
2022_1260_1397,0.32225599
2022_1260_1400,0.408447842
2022_1260_1403,0.318021197
2022_1260_1411,0.78003623
2022_1260_1412,0.487463487
2022_1260_1417,0.286226485
2022_1260_1425,0.326787233
2022_1260_1436,0.383168984
2022_1260_1437,0.263037486
2022_1260_1439,0.443964415
2022_1260_1458,0.310535667
2022_1260_1460,0.680279831
2022_1260_1461,0.555033668
2022_1260_1463,0.741037446
2022_1261_1266,0.618643936
2022_1261_1272,0.671254787
2022_1261_1274,0.651484233
2022_1261_1276,0.613818451
2022_1261_1277,0.462809569
2022_1261_1286,0.597676709
2022_1261_1293,0.296856622
2022_1261_1308,0.590574881
2022_1261_1313,0.67811998
2022_1261_1314,0.428799202
2022_1261_1323,0.507554776
2022_1261_1326,0.550054751
2022_1261_1344,0.37626737
2022_1261_1345,0.225880698
2022_1261_1350,0.672741252
2022_1261_1353,0.674023565
2022_1261_1355,0.470557478
2022_1261_1361,0.618138542
2022_1261_1362,0.6686704
2022_1261_1371,0.572798606
2022_1261_1388,0.477545667
2022_1261_1389,0.790202176
2022_1261_1394,0.741792633
2022_1261_1395,0.646278627
2022_1261_1397,0.328181778
2022_1261_1400,0.463738217
2022_1261_1403,0.361954807
2022_1261_1411,0.765683587
2022_1261_1412,0.47898502
2022_1261_1417,0.31466103
2022_1261_1425,0.416245398
2022_1261_1436,0.408532402
2022_1261_1437,0.312884408
2022_1261_1439,0.521733909
2022_1261_1458,0.389473645
2022_1261_1460,0.757582812
2022_1261_1461,0.663948952
2022_1261_1463,0.770993746
2022_1266_1272,0.512784328
2022_1266_1274,0.558386102
2022_1266_1276,0.566417192
2022_1266_1277,0.368845124
2022_1266_1286,0.58921961
2022_1266_1293,0.227483094
2022_1266_1308,0.534855945
2022_1266_1313,0.628003998
2022_1266_1314,0.288314499
2022_1266_1323,0.411465766
2022_1266_1326,0.424880378
2022_1266_1344,0.337969072
2022_1266_1345,0.193585793
2022_1266_1350,0.613265977
2022_1266_1353,0.599805632
2022_1266_1355,0.458841268
2022_1266_1361,0.505042691
2022_1266_1362,0.55645319
2022_1266_1371,0.462651577
2022_1266_1388,0.413585857
2022_1266_1389,0.77134236
2022_1266_1394,0.71504032
2022_1266_1395,0.531065661
2022_1266_1397,0.286766724
2022_1266_1400,0.395435901
2022_1266_1403,0.303614716
2022_1266_1411,0.766917505
2022_1266_1412,0.436185524
2022_1266_1417,0.241084339
2022_1266_1425,0.317564997
2022_1266_1436,0.427091215
2022_1266_1437,0.256867031
2022_1266_1439,0.452778239
2022_1266_1458,0.304672878
2022_1266_1460,0.700146736
2022_1266_1461,0.581914598
2022_1266_1463,0.728393713
2022_1272_1274,0.478543885
2022_1272_1276,0.475282039
2022_1272_1277,0.239107619
2022_1272_1286,0.419568934
2022_1272_1293,0.179147677
2022_1272_1308,0.412238467
2022_1272_1313,0.472424178
2022_1272_1314,0.219193277
2022_1272_1323,0.375256427
2022_1272_1326,0.314363524
2022_1272_1344,0.304521073
2022_1272_1345,0.157765587
2022_1272_1350,0.519296175
2022_1272_1353,0.591570172
2022_1272_1355,0.331751826
2022_1272_1361,0.427715858
2022_1272_1362,0.437963378
2022_1272_1371,0.398952108
2022_1272_1388,0.323322625
2022_1272_1389,0.648169419
2022_1272_1394,0.513136329
2022_1272_1395,0.531940009
2022_1272_1397,0.258272093
2022_1272_1400,0.299627911
2022_1272_1403,0.254515617
2022_1272_1411,0.62873324
2022_1272_1412,0.377547474
2022_1272_1417,0.22509486
2022_1272_1425,0.271827477
2022_1272_1436,0.38438391
2022_1272_1437,0.223420044
2022_1272_1439,0.404987732
2022_1272_1458,0.251771591
2022_1272_1460,0.598386919
2022_1272_1461,0.45068885
2022_1272_1463,0.622314078
2022_1274_1276,0.560384801
2022_1274_1277,0.312682976
2022_1274_1286,0.435987348
2022_1274_1293,0.239748119
2022_1274_1308,0.462194199
2022_1274_1313,0.525676489
2022_1274_1314,0.295871394
2022_1274_1323,0.383545018
2022_1274_1326,0.38126534
2022_1274_1344,0.312208571
2022_1274_1345,0.192143326
2022_1274_1350,0.541621907
2022_1274_1353,0.676688212
2022_1274_1355,0.322323106
2022_1274_1361,0.448412819
2022_1274_1362,0.495925206
2022_1274_1371,0.439131716
2022_1274_1388,0.417631137
2022_1274_1389,0.719937515
2022_1274_1394,0.587084813
2022_1274_1395,0.578912156
2022_1274_1397,0.245439215
2022_1274_1400,0.289248691
2022_1274_1403,0.295011695
2022_1274_1411,0.703922996
2022_1274_1412,0.421195982
2022_1274_1417,0.243425993
2022_1274_1425,0.256351331
2022_1274_1436,0.367783169
2022_1274_1437,0.234986296
2022_1274_1439,0.404810113
2022_1274_1458,0.250666031
2022_1274_1460,0.624950328
2022_1274_1461,0.490101254
2022_1274_1463,0.694479082
2022_1276_1277,0.321380185
2022_1276_1286,0.573410558
2022_1276_1293,0.247821443
2022_1276_1308,0.503082114
2022_1276_1313,0.608837797
2022_1276_1314,0.27703776
2022_1276_1323,0.311009433
2022_1276_1326,0.367526798
2022_1276_1344,0.318159898
2022_1276_1345,0.174766257
2022_1276_1350,0.566560825
2022_1276_1353,0.487248725
2022_1276_1355,0.395084646
2022_1276_1361,0.497453543
2022_1276_1362,0.464403493
2022_1276_1371,0.416041286
2022_1276_1388,0.393009106
2022_1276_1389,0.731157155
2022_1276_1394,0.68255734
2022_1276_1395,0.495383945
2022_1276_1397,0.305581562
2022_1276_1400,0.358986557
2022_1276_1403,0.289486512
2022_1276_1411,0.727405868
2022_1276_1412,0.486311718
2022_1276_1417,0.229943777
2022_1276_1425,0.301699303
2022_1276_1436,0.37256647
2022_1276_1437,0.246662883
2022_1276_1439,0.346862033
2022_1276_1458,0.305357341
2022_1276_1460,0.696128896
2022_1276_1461,0.56624992
2022_1276_1463,0.732496702
2022_1277_1286,0.625526999
2022_1277_1293,0.38467518
2022_1277_1308,0.632013889
2022_1277_1313,0.66938514
2022_1277_1314,0.431970643
2022_1277_1323,0.567222594
2022_1277_1326,0.581629457
2022_1277_1344,0.446359064
2022_1277_1345,0.267580812
2022_1277_1350,0.689230822
2022_1277_1353,0.680793008
2022_1277_1355,0.562083223
2022_1277_1361,0.68160976
2022_1277_1362,0.669968359
2022_1277_1371,0.574819207
2022_1277_1388,0.513804074
2022_1277_1389,0.795516167
2022_1277_1394,0.763799854
2022_1277_1395,0.615344131
2022_1277_1397,0.414665874
2022_1277_1400,0.509878183
2022_1277_1403,0.398443377
2022_1277_1411,0.77451024
2022_1277_1412,0.597761708
2022_1277_1417,0.335399448
2022_1277_1425,0.396816256
2022_1277_1436,0.490615383
2022_1277_1437,0.344531093
2022_1277_1439,0.568125213
2022_1277_1458,0.413087665
2022_1277_1460,0.769273913
2022_1277_1461,0.654190052
2022_1277_1463,0.747531415
2022_1286_1293,0.318186004
2022_1286_1308,0.459573838
2022_1286_1313,0.628876636
2022_1286_1314,0.295606806
2022_1286_1323,0.334369267
2022_1286_1326,0.381307437
2022_1286_1344,0.332465697
2022_1286_1345,0.217419159
2022_1286_1350,0.57191117
2022_1286_1353,0.509625449
2022_1286_1355,0.35102476
2022_1286_1361,0.490750073
2022_1286_1362,0.529303815
2022_1286_1371,0.393780666
2022_1286_1388,0.473987927
2022_1286_1389,0.782390805
2022_1286_1394,0.696099524
2022_1286_1395,0.49390365
2022_1286_1397,0.299425712
2022_1286_1400,0.34653684
2022_1286_1403,0.303415011
2022_1286_1411,0.797403134
2022_1286_1412,0.449168002
2022_1286_1417,0.226465979
2022_1286_1425,0.304817509
2022_1286_1436,0.354944219
2022_1286_1437,0.235463821
2022_1286_1439,0.365003651
2022_1286_1458,0.248857249
2022_1286_1460,0.718814717
2022_1286_1461,0.498332738
2022_1286_1463,0.781465051
2022_1293_1308,0.698522842
2022_1293_1313,0.753662011
2022_1293_1314,0.520836643
2022_1293_1323,0.65225908
2022_1293_1326,0.629374941
2022_1293_1344,0.668211496
2022_1293_1345,0.380463178
2022_1293_1350,0.789513493
2022_1293_1353,0.814627001
2022_1293_1355,0.59291313
2022_1293_1361,0.785734055
2022_1293_1362,0.762929181
2022_1293_1371,0.819172117
2022_1293_1388,0.644997075
2022_1293_1389,0.860627185
2022_1293_1394,0.83442665
2022_1293_1395,0.848089308
2022_1293_1397,0.496946054
2022_1293_1400,0.527571216
2022_1293_1403,0.590636207
2022_1293_1411,0.881689905
2022_1293_1412,0.652312735
2022_1293_1417,0.402937937
2022_1293_1425,0.662119685
2022_1293_1436,0.569695692
2022_1293_1437,0.405597226
2022_1293_1439,0.701378694
2022_1293_1458,0.49396688
2022_1293_1460,0.841427122
2022_1293_1461,0.746343223
2022_1293_1463,0.880416724
2022_1308_1313,0.592346762
2022_1308_1314,0.317097861
2022_1308_1323,0.398080767
2022_1308_1326,0.394392771
2022_1308_1344,0.432603616
2022_1308_1345,0.199802874
2022_1308_1350,0.616720963
2022_1308_1353,0.647042953
2022_1308_1355,0.370254871
2022_1308_1361,0.548744226
2022_1308_1362,0.554581984
2022_1308_1371,0.536098609
2022_1308_1388,0.505059645
2022_1308_1389,0.756701977
2022_1308_1394,0.654815284
2022_1308_1395,0.632728673
2022_1308_1397,0.316085342
2022_1308_1400,0.336673154
2022_1308_1403,0.423405391
2022_1308_1411,0.761891621
2022_1308_1412,0.436914095
2022_1308_1417,0.228525443
2022_1308_1425,0.365582165
2022_1308_1436,0.385539121
2022_1308_1437,0.265855233
2022_1308_1439,0.472996029
2022_1308_1458,0.289487825
2022_1308_1460,0.682303565
2022_1308_1461,0.554870825
2022_1308_1463,0.749025835
2022_1313_1314,0.279232391
2022_1313_1323,0.307232251
2022_1313_1326,0.329371987
2022_1313_1344,0.256840063
2022_1313_1345,0.179793929
2022_1313_1350,0.484073931
2022_1313_1353,0.50522888
2022_1313_1355,0.225274738
2022_1313_1361,0.440485692
2022_1313_1362,0.491102066
2022_1313_1371,0.34925859
2022_1313_1388,0.35856102
2022_1313_1389,0.667824472
2022_1313_1394,0.584124014
2022_1313_1395,0.452486572
2022_1313_1397,0.265661341
2022_1313_1400,0.315406194
2022_1313_1403,0.249424478
2022_1313_1411,0.728065787
2022_1313_1412,0.360235087
2022_1313_1417,0.207097035
